ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,ORDERMONTH,ORDERYEAR
10120,29,71.80999755859375,8,2082.489990234375,2018-04-29,Shipped,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,4,2018
10133,49,69.2699966430664,3,3394.22998046875,2018-06-27,Shipped,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,6,2018
10145,30,85.31999969482422,14,2559.60009765625,2018-08-25,Shipped,Planes,84,S18_2581,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small,8,2018
10168,21,70.95999908447266,9,1490.1600341796875,2018-10-28,Shipped,Planes,84,S18_2581,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small,10,2018
10210,50,76.87999725341797,7,3844,2019-01-12,Shipped,Planes,84,S18_2581,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Medium,1,2019
10223,47,100.52999877929688,9,4724.91015625,2019-02-20,Shipped,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,2,2019
10235,24,76.02999877929688,3,1824.719970703125,2019-04-02,Shipped,Planes,84,S18_2581,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small,4,2019
10250,27,98.83999633789062,4,2668.679931640625,2019-05-11,Shipped,Planes,84,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,5,2019
10263,33,86.16999816894531,10,2843.610107421875,2019-06-28,Shipped,Planes,84,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small,6,2019
10275,35,90.38999938964844,9,3163.64990234375,2019-07-23,Shipped,Planes,84,S18_2581,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,7,2019
10284,31,71.80999755859375,1,2226.110107421875,2019-08-21,Shipped,Planes,84,S18_2581,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small,8,2019
10297,25,82.79000091552734,4,2069.75,2019-09-16,Shipped,Planes,84,S18_2581,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small,9,2019
10308,27,82.79000091552734,7,2235.330078125,2019-10-15,Shipped,Planes,84,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,10,2019
10318,31,100.52999877929688,9,3116.429931640625,2019-11-02,Shipped,Planes,84,S18_2581,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium,11,2019
10327,45,106.26000213623047,8,4781.7001953125,2019-11-10,Resolved,Planes,84,S18_2581,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium,11,2019
10339,27,104.0999984741211,2,2810.699951171875,2019-11-23,Shipped,Planes,84,S18_2581,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small,11,2019
10353,27,130.2100067138672,1,3515.669921875,2019-12-04,Shipped,Planes,84,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium,12,2019
10374,42,69.2699966430664,2,2909.340087890625,2020-02-02,Shipped,Planes,84,S18_2581,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small,2,2020
10386,21,74.7699966430664,18,1570.1700439453125,2020-03-01,Resolved,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3,2020
10398,34,76.87999725341797,15,2613.919921875,2020-03-30,Shipped,Planes,84,S18_2581,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,3,2020
10401,42,76.02999877929688,3,3193.260009765625,2020-04-03,On Hold,Planes,84,S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium,4,2020
10416,15,98.83999633789062,4,1482.5999755859375,2020-05-10,Shipped,Planes,84,S18_2581,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,5,2020
10107,29,70.87000274658203,6,2055.22998046875,2018-02-24,Shipped,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,2,2018
10120,46,58.150001525878906,4,2674.89990234375,2018-04-29,Shipped,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,4,2018
10134,30,61.779998779296875,6,1853.4000244140625,2018-07-01,Shipped,Motorcycles,60,S18_2625,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Small,7,2018
10145,30,49.66999816894531,10,1490.0999755859375,2018-08-25,Shipped,Motorcycles,60,S18_2625,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small,8,2018
10168,46,61.18000030517578,5,2814.280029296875,2018-10-28,Shipped,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small,10,2018
10180,25,64.19999694824219,13,1605,2018-11-11,Shipped,Motorcycles,60,S18_2625,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small,11,2018
10188,32,65.41999816894531,5,2093.43994140625,2018-11-18,Shipped,Motorcycles,60,S18_2625,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small,11,2018
10210,40,49.66999816894531,3,1986.800048828125,2019-01-12,Shipped,Motorcycles,60,S18_2625,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small,1,2019
10223,28,60.56999969482422,5,1695.9599609375,2019-02-20,Shipped,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,2,2019
10236,23,55.720001220703125,2,1281.56005859375,2019-04-03,Shipped,Motorcycles,60,S18_2625,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small,4,2019
10251,29,61.18000030517578,6,1774.219970703125,2019-05-18,Shipped,Motorcycles,60,S18_2625,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Small,5,2019
10263,34,58.75,6,1997.5,2019-06-28,Shipped,Motorcycles,60,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small,6,2019
10275,37,63.599998474121094,5,2353.199951171875,2019-07-23,Shipped,Motorcycles,60,S18_2625,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,7,2019
10285,20,49.060001373291016,10,981.2000122070312,2019-08-27,Shipped,Motorcycles,60,S18_2625,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small,8,2019
10298,32,48.459999084472656,2,1550.719970703125,2019-09-27,Shipped,Motorcycles,60,S18_2625,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Small,9,2019
10308,34,52.09000015258789,3,1771.06005859375,2019-10-15,Shipped,Motorcycles,60,S18_2625,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,10,2019
10318,42,52.70000076293945,5,2213.39990234375,2019-11-02,Shipped,Motorcycles,60,S18_2625,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,11,2019
10329,38,138.5800018310547,12,5266.0400390625,2019-11-15,Shipped,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium,11,2019
10339,30,62.15999984741211,1,1864.800048828125,2019-11-23,Shipped,Motorcycles,60,S18_2625,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small,11,2019
10362,23,49.66999816894531,3,1142.4100341796875,2020-01-05,Shipped,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small,1,2020
10374,22,53.29999923706055,4,1172.5999755859375,2020-02-02,Shipped,Motorcycles,60,S18_2625,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small,2,2020
10389,39,179,5,6981,2020-03-03,Shipped,Motorcycles,60,S18_2625,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,3,2020
10402,55,55.720001220703125,2,3064.60009765625,2020-04-07,Shipped,Motorcycles,60,S18_2625,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium,4,2020
10417,36,61.18000030517578,6,2202.47998046875,2020-05-13,Disputed,Motorcycles,60,S18_2625,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,5,2020
10101,26,145.1300048828125,1,3773.3798828125,2018-01-09,Shipped,Vintage Cars,168,S18_2795,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium,1,2018
10110,31,163.69000244140625,1,5074.39013671875,2018-03-18,Shipped,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,3,2018
10125,34,190.69000244140625,2,6483.4599609375,2018-05-21,Shipped,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,5,2018
10139,41,194.05999755859375,8,7956.4599609375,2018-07-16,Shipped,Vintage Cars,168,S18_2795,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Large,7,2018
10149,23,183.94000244140625,5,4230.6201171875,2018-09-12,Shipped,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Medium,9,2018
10173,22,156.94000244140625,7,3452.679931640625,2018-11-05,Shipped,Vintage Cars,168,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,11,2018
10182,21,145.1300048828125,4,3047.72998046875,2018-11-12,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,11,2018
10193,22,167.05999755859375,8,3675.320068359375,2018-11-21,Shipped,Vintage Cars,168,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Medium,11,2018
10205,40,187.30999755859375,3,7492.39990234375,2018-12-03,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large,12,2018
10214,50,190.69000244140625,1,9534.5,2019-01-26,Shipped,Vintage Cars,168,S18_2795,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Large,1,2019
10227,29,192.3800048828125,4,5579.02001953125,2019-03-02,Shipped,Vintage Cars,168,S18_2795,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,3,2019
10244,43,138.3800048828125,8,5950.33984375,2019-04-29,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,4,2019
10255,24,155.25,1,3726,2019-06-04,Shipped,Vintage Cars,168,S18_2795,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium,6,2019
10280,22,202.5,10,4455,2019-08-17,Shipped,Vintage Cars,168,S18_2795,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,8,2019
10289,43,192.3800048828125,3,8272.33984375,2019-09-03,Shipped,Vintage Cars,168,S18_2795,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Large,9,2019
10304,20,178.8800048828125,14,3577.60009765625,2019-10-11,Shipped,Vintage Cars,168,S18_2795,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium,10,2019
10312,25,155.25,11,3881.25,2019-10-21,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,10,2019
10322,36,161.0399932861328,2,5797.43994140625,2019-11-04,Shipped,Vintage Cars,168,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,11,2019
10332,24,52.66999816894531,1,1264.0799560546875,2019-11-17,Shipped,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,11,2019
10347,21,229.3000030517578,6,4815.2998046875,2019-11-29,Shipped,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,11,2019
10356,30,148.74000549316406,1,4462.2001953125,2019-12-09,Shipped,Vintage Cars,168,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium,12,2019
10367,32,94.79000091552734,7,3033.280029296875,2020-01-12,Resolved,Vintage Cars,168,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,1,2020
10380,21,47.18000030517578,8,990.780029296875,2020-02-16,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2,2020
10390,26,78.11000061035156,7,2030.8599853515625,2020-03-04,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3,2020
10421,35,155.25,1,5433.75,2020-05-29,In Process,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,5,2020
10109,26,121.44000244140625,1,3157.43994140625,2018-03-10,Shipped,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,3,2018
10123,46,112.19999694824219,3,5161.2001953125,2018-05-20,Shipped,Classic Cars,132,S18_2870,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Medium,5,2018
10137,37,117.4800033569336,3,4346.759765625,2018-07-10,Shipped,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,7,2018
10148,27,130.67999267578125,10,3528.360107421875,2018-09-11,Shipped,Classic Cars,132,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,9,2018
10161,23,138.60000610351562,9,3187.800048828125,2018-10-17,Shipped,Classic Cars,132,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium,10,2018
10172,39,154.44000244140625,7,6023.16015625,2018-11-05,Shipped,Classic Cars,132,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium,11,2018
10181,27,143.8800048828125,3,3884.760009765625,2018-11-12,Shipped,Classic Cars,132,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium,11,2018
10192,38,130.67999267578125,8,4965.83984375,2018-11-20,Shipped,Classic Cars,132,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,11,2018
10204,27,154.44000244140625,14,4169.8798828125,2018-12-02,Shipped,Classic Cars,132,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,12,2018
10212,40,122.76000213623047,7,4910.39990234375,2019-01-16,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,1,2019
10226,24,134.63999938964844,5,3231.360107421875,2019-02-26,Shipped,Classic Cars,132,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,2,2019
10241,44,155.75999450683594,12,6853.43994140625,2019-04-13,Shipped,Classic Cars,132,S18_2870,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium,4,2019
10253,37,139.9199981689453,2,5177.0400390625,2019-06-01,Cancelled,Classic Cars,132,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,6,2019
10266,20,141.24000549316406,3,2824.800048828125,2019-07-06,Shipped,Classic Cars,132,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,7,2019
10278,39,110.87999725341797,3,4324.31982421875,2019-08-06,Shipped,Classic Cars,132,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium,8,2019
10287,44,114.83999633789062,1,5052.9599609375,2019-08-30,Shipped,Classic Cars,132,S18_2870,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,8,2019
10301,22,146.52000427246094,5,3223.43994140625,2018-10-05,Shipped,Classic Cars,132,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Medium,10,2018
10311,43,122.76000213623047,10,5278.68017578125,2019-10-16,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,10,2019
10321,27,105.5999984741211,7,2851.199951171875,2019-11-04,Shipped,Classic Cars,132,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small,11,2019
10331,26,64.9000015258789,10,1687.4000244140625,2019-11-17,Shipped,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small,11,2019
10343,25,52.31999969482422,3,1308,2019-11-24,Shipped,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,11,2019
10366,49,125.4000015258789,2,6144.60009765625,2020-01-10,Shipped,Classic Cars,132,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Medium,1,2020
10379,29,176.8000030517578,5,5127.2001953125,2020-02-10,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2,2020
10407,41,155.75999450683594,12,6386.16015625,2020-04-22,On Hold,Classic Cars,132,S18_2870,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,4,2020
10419,55,139.9199981689453,2,7695.60009765625,2020-05-17,Shipped,Classic Cars,132,S18_2870,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Large,5,2020
10103,27,83.06999969482422,12,2242.889892578125,2018-01-29,Shipped,Vintage Cars,101,S18_2949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,1,2018
10112,23,110.43000030517578,2,2539.889892578125,2018-03-24,Shipped,Vintage Cars,101,S18_2949,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Small,3,2018
10126,31,90.16999816894531,12,2795.27001953125,2018-05-28,Shipped,Vintage Cars,101,S18_2949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small,5,2018
10139,46,120.55999755859375,1,5545.759765625,2018-07-16,Shipped,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,7,2018
10150,47,91.18000030517578,9,4285.4599609375,2018-09-19,Shipped,Vintage Cars,101,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,9,2018
10163,31,107.38999938964844,2,3329.090087890625,2018-10-20,Shipped,Vintage Cars,101,S18_2949,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium,10,2018
10174,46,121.56999969482422,5,5592.22021484375,2018-11-06,Shipped,Vintage Cars,101,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium,11,2018
10183,37,89.1500015258789,9,3298.550048828125,2018-11-13,Shipped,Vintage Cars,101,S18_2949,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium,11,2018
10193,28,93.20999908447266,1,2609.8798828125,2018-11-21,Shipped,Vintage Cars,101,S18_2949,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,11,2018
10206,37,90.16999816894531,7,3336.2900390625,2018-12-05,Shipped,Vintage Cars,101,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium,12,2018
10215,49,112.44999694824219,4,5510.0498046875,2019-01-29,Shipped,Vintage Cars,101,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium,1,2019
10228,24,104.3499984741211,3,2504.39990234375,2019-03-10,Shipped,Vintage Cars,101,S18_2949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Small,3,2019
10244,30,117.5199966430664,1,3525.60009765625,2019-04-29,Shipped,Vintage Cars,101,S18_2949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,4,2019
10257,50,88.13999938964844,1,4407,2019-06-14,Shipped,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,6,2019
10270,31,96.23999786376953,10,2983.43994140625,2019-07-19,Shipped,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,7,2019
10280,46,111.44000244140625,3,5126.240234375,2019-08-17,Shipped,Vintage Cars,101,S18_2949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,8,2019
10291,47,121.56999969482422,12,5713.7900390625,2019-09-08,Shipped,Vintage Cars,101,S18_2949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,9,2019
10304,46,100.30000305175781,7,4613.7998046875,2019-10-11,Shipped,Vintage Cars,101,S18_2949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium,10,2019
10312,37,100.30000305175781,4,3711.10009765625,2019-10-21,Shipped,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,10,2019
10322,33,106.80999755859375,12,3524.72998046875,2019-11-04,Shipped,Vintage Cars,101,S18_2949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,11,2019
10347,48,100.30000305175781,9,4814.39990234375,2019-11-29,Shipped,Vintage Cars,101,S18_2949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,11,2019
10357,41,87.12999725341797,6,3572.330078125,2019-12-10,Shipped,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,12,2019
10369,42,109.08000183105469,1,4581.35986328125,2020-01-20,Shipped,Vintage Cars,101,S18_2949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Medium,1,2020
10391,32,45.25,6,1448,2020-03-09,Shipped,Vintage Cars,101,S18_2949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,3,2020
10423,10,88.13999938964844,1,881.4000244140625,2020-05-30,In Process,Vintage Cars,101,S18_2949,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small,5,2020
10103,35,57.459999084472656,14,2011.0999755859375,2018-01-29,Shipped,Vintage Cars,62,S18_2957,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,1,2018
10126,46,73.69999694824219,14,3390.199951171875,2018-05-28,Shipped,Vintage Cars,62,S18_2957,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium,5,2018
